Date,Open,High,Low,Close,Volume
22-Sep-03,46.56,47.53,46.20,47.47,9243314
23-Sep-03,47.42,50.92,47.35,50.44,20322834
24-Sep-03,50.37,51.30,49.60,49.61,15335351
25-Sep-03,49.71,50.95,49.28,50.05,11039723
26-Sep-03,49.90,50.46,48.30,48.56,13450815
29-Sep-03,48.85,49.97,48.40,49.86,9045180
30-Sep-03,49.64,49.76,48.35,48.43,9274912
1-Oct-03,48.37,49.28,47.51,49.12,12565624
2-Oct-03,48.94,50.20,48.68,50.09,8238920
3-Oct-03,51.13,53.22,51.03,52.89,14184507
6-Oct-03,52.85,54.24,52.59,54.15,7786256
7-Oct-03,54.00,56.25,53.95,54.91,20305049
8-Oct-03,55.44,56.28,55.12,55.70,13584999
9-Oct-03,57.41,59.10,57.40,57.86,21620062
10-Oct-03,57.70,58.33,57.44,58.06,11444764
13-Oct-03,58.00,58.69,57.44,58.30,8329271
14-Oct-03,58.10,59.98,57.80,59.91,10037577
15-Oct-03,60.40,60.41,58.43,58.54,10297134
16-Oct-03,58.16,59.91,58.09,59.91,10291146
17-Oct-03,59.30,59.90,58.65,59.69,11947449
20-Oct-03,59.57,60.24,58.92,59.59,11116759
21-Oct-03,59.73,61.15,59.01,59.35,17371786
22-Oct-03,56.02,56.15,53.73,54.03,32740321
23-Oct-03,52.98,54.52,52.91,54.32,14694955
24-Oct-03,54.55,54.94,53.00,54.51,10444163
27-Oct-03,54.90,55.25,54.50,54.82,6396199
28-Oct-03,55.19,56.90,54.55,56.73,9271908
29-Oct-03,56.60,57.15,56.00,56.69,8783103
30-Oct-03,57.36,57.52,55.57,55.83,9828928
31-Oct-03,55.90,56.13,54.38,54.43,7728789
3-Nov-03,54.80,56.80,54.31,56.74,9159225
4-Nov-03,56.72,57.49,56.06,56.86,7012873
5-Nov-03,56.13,56.99,56.08,56.74,5315506
6-Nov-03,56.81,56.87,54.75,54.99,8809179
7-Nov-03,55.61,55.70,54.00,54.31,8504558
10-Nov-03,53.95,54.00,51.74,51.98,9125919
11-Nov-03,51.84,52.75,50.76,52.23,10973411
12-Nov-03,52.60,54.29,52.11,54.13,9264500
13-Nov-03,54.00,55.13,53.57,54.80,7096070
14-Nov-03,54.43,54.78,52.21,52.45,8370425
17-Nov-03,51.96,52.19,49.58,50.36,13001667
18-Nov-03,50.79,50.98,48.45,48.50,12611140
19-Nov-03,48.71,49.85,47.67,49.53,14088501
20-Nov-03,49.10,50.46,48.34,48.85,12358234
21-Nov-03,49.03,49.20,47.76,48.58,9203986
24-Nov-03,49.27,51.45,48.65,51.33,10649998
25-Nov-03,51.32,53.30,51.25,52.47,13809806
26-Nov-03,52.68,53.54,51.87,52.96,8911268
28-Nov-03,52.84,54.06,52.83,53.97,3983158
1-Dec-03,54.40,54.75,53.05,54.65,11532090
2-Dec-03,54.50,54.75,53.85,53.93,6304771
